number.of.species,genus,family,apweb.family,order,group
6,Urocarpidium,Malvaceae,Malvaceae,Malvales,Angiosperms
2,Vasivaea,Malvaceae,Malvaceae,Malvales,Angiosperms
1,Veeresia,Malvaceae,Malvaceae,Malvales,Angiosperms
47,Waltheria,Malvaceae,Malvaceae,Malvales,Angiosperms
11,Wercklea,Malvaceae,Malvaceae,Malvales,Angiosperms
35,Wissadula,Malvaceae,Malvaceae,Malvales,Angiosperms
1,Xylosterculia,Malvaceae,Malvaceae,Malvales,Angiosperms
1,Dicraspidia,Muntingiaceae,Muntingiaceae,Malvales,Angiosperms
1,Muntingia,Muntingiaceae,Muntingiaceae,Malvales,Angiosperms
1,Neotessmannia,Muntingiaceae,Muntingiaceae,Malvales,Angiosperms
4,Grielum,Neuradaceae,Neuradaceae,Malvales,Angiosperms
1,Neurada,Neuradaceae,Neuradaceae,Malvales,Angiosperms
2,Neuradopsis,Neuradaceae,Neuradaceae,Malvales,Angiosperms
2,Eremolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
10,Leptolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
1,Mediusella,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
3,Pentachlaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
5,Perrierodendron,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
7,Rhodolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
8,Sarcolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
20,Schizolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
8,Xerochlamys,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
5,Xyloolaena,Sarcolaenaceae,Sarcolaenaceae,Malvales,Angiosperms
3,Dialyceras,Sphaerosepalaceae,Sphaerosepalaceae,Malvales,Angiosperms
17,Rhopalocarpus,Sphaerosepalaceae,Sphaerosepalaceae,Malvales,Angiosperms
1,Aetoxylon,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Amyxa,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
22,Aquilaria,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Arnhemia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Atemnosiphon,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
11,Craterosiphon,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
5,Cryptadenia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
2,Dais,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
83,Daphne,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
2,Daphnimorpha,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
73,Daphnopsis,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Deltaria,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
15,Diarthron,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
20,Dicranolepis,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
4,Dirca,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Drapetes,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
4,Edgeworthia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Englerodaphne,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Enkleia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Eriosolena,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
4,Funifera,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
153,Gnidia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
32,Gonystylus,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Goodallia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
9,Gyrinops,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Jedda,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
11,Kelleria,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
37,Lachnaea,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Lagetta,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
2,Lasiadenia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Lasiosiphon,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
14,Lethedon,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Linodendron,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Linostoma,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
4,Lophostoma,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
7,Octolepis,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Ovidia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
21,Passerina,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
14,Peddiea,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
24,Phaleria,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
129,Pimelea,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Rhamnoneuron,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
10,Schoenobiblus,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
2,Solmsia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Stellera,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
9,Stephanodaphne,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
35,Struthiola,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
1,Synandrodaphne,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
5,Synaptolepis,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
6,Tepuianthus,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
5,Thecanthes,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
33,Thymelaea,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
88,Wikstroemia,Thymelaeaceae,Thymelaeaceae,Malvales,Angiosperms
3,Metteniusa,Metteniusaceae,Metteniusaceae,Metteniusales,Angiosperms
8,Anogeissus,Combretaceae,Combretaceae,Myrtales,Angiosperms
30,Buchenavia,Combretaceae,Combretaceae,Myrtales,Angiosperms
6,Bucida,Combretaceae,Combretaceae,Myrtales,Angiosperms
288,Combretum,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Conocarpus,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Dansiea,Combretaceae,Combretaceae,Myrtales,Angiosperms
1,Getonia,Combretaceae,Combretaceae,Myrtales,Angiosperms
1,Guiera,Combretaceae,Combretaceae,Myrtales,Angiosperms
1,Laguncularia,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Lumnitzera,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Meiostemon,Combretaceae,Combretaceae,Myrtales,Angiosperms
1,Myrobalanus,Combretaceae,Combretaceae,Myrtales,Angiosperms
10,Pteleopsis,Combretaceae,Combretaceae,Myrtales,Angiosperms
12,Quisqualis,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Strephonema,Combretaceae,Combretaceae,Myrtales,Angiosperms
109,Terminalia,Combretaceae,Combretaceae,Myrtales,Angiosperms
2,Thiloa,Combretaceae,Combretaceae,Myrtales,Angiosperms
1,Adenaria,Lythraceae,Lythraceae,Myrtales,Angiosperms
24,Ammannia,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Capuronia,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Crenea,Lythraceae,Lythraceae,Myrtales,Angiosperms
280,Cuphea,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Decodon,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Didiplis,Lythraceae,Lythraceae,Myrtales,Angiosperms
92,Diplusodon,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Duabanga,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Galpinia,Lythraceae,Lythraceae,Myrtales,Angiosperms
13,Ginoria,Lythraceae,Lythraceae,Myrtales,Angiosperms
4,Heimia,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Koehneria,Lythraceae,Lythraceae,Myrtales,Angiosperms
6,Lafoensia,Lythraceae,Lythraceae,Myrtales,Angiosperms
23,Lagerstroemia,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Lawsonia,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Lourtella,Lythraceae,Lythraceae,Myrtales,Angiosperms
30,Lythrum,Lythraceae,Lythraceae,Myrtales,Angiosperms
58,Nesaea,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Pehria,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Pemphis,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Physocalymma,Lythraceae,Lythraceae,Myrtales,Angiosperms
7,Pleurophora,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Punica,Lythraceae,Lythraceae,Myrtales,Angiosperms
30,Rotala,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Socotria,Lythraceae,Lythraceae,Myrtales,Angiosperms
4,Sonneratia,Lythraceae,Lythraceae,Myrtales,Angiosperms
1,Tetrataxis,Lythraceae,Lythraceae,Myrtales,Angiosperms
6,Trapa,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Woodfordia,Lythraceae,Lythraceae,Myrtales,Angiosperms
2,Acanthella,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
491,Acinodendron,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
16,Aciotis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
21,Acisanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Adamea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
28,Adelobotrys,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
7,Allomaieta,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
6,Allomorphia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Alloneuron,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
8,Amphiblemma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
5,Amphorocalyx,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Anaectocalyx,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Antherotoma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Appendicularia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
5,Arthrostemma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Astronia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
26,Axinaea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Barthea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
11,Behuria,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
17,Bellucia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Bertolonia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Bisglaziovia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
81,Blakea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Blastus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Boyania,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
54,Brachyotum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
12,Bredia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Bucquetia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Calophysa,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Calvoa,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
10,Calycogonium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
21,Cambessedesia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Castratella,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
11,Catanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Catocoryne,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Centradenia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Centradeniastrum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
12,Centronia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
13,Chaetolepis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
11,Chaetostoma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Charianthus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Cincinnobotrys,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
173,Clidemia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
20,Comolia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Comoliopsis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
41,Conostegia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Cremanium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Cyphotheca,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Desmoscelis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Dicellandra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
31,Dichaetanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Dinophora,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Diolena,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Dionycha,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Diplarpea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Diplectria,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Diplochita,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Dissochaeta,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
21,Dissotis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Dolichoura,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Eriocnema,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
13,Ernestia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Fordiophyton,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Fritzschia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
54,Graffenrieda,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
109,Gravesia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Guyonia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
63,Henriettea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
17,Henriettella,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
17,Heterocentron,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Heteronoma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
7,Heterotis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Heterotrichum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
15,Huberia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Huilaea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Icaria,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Killipia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
31,Lavoisiera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
219,Leandra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
12,Lijndenia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Lithobium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Loreya,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Loricalepis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
24,Macairea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
24,Macrocentrum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Maguireanthus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
8,Maieta,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Mallophyton,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
28,Marcetia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
23,Mecranium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
85,Medinilla,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Meisneria,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Melastoma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Melastomastrum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
106,Memecylon,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
78,Meriania,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Merianthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
881,Miconia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Microlepis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
106,Microlicia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
46,Monochaetum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
8,Monolena,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
82,Mouriri,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Myriaspora,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Neblinanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Necramium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Nepsera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Ochthephilus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Ochthocharis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Opisthocentra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
11,Osbeckia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
45,Ossaea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
6,Oxyspora,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Pachyanthus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
4,Pachyloma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
7,Pentossaea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Phaeoneuron,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
5,Phainantha,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
25,Phyllagathis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Physeterostemon,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
5,Pilocosta,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Plagiopetalum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
5,Pleiochiton,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Pleroma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Poteranthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Preussiella,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Pternandra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Pterogastra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
16,Pterolepis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Pyramia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
16,Rhexia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
19,Rhynchanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
13,Rousseauxia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
15,Sagraea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Salpinga,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Sandemania,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Sarcopyramis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Schwackaea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Scorpiothyrsus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
14,Siphanthera,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
6,Sonerila,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Spathandra,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Sporoxeia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Stanmarkia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Staphidiastrum,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Staphidium,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Stenodon,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Stussenia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Styrophyton,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Svitramia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Tateanthus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
6,Tessmannianthus,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
12,Tetrazygia,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
13,Tetrazygiopsis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
234,Tibouchina,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
2,Tibouchinopsis,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Tigridiopalma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
48,Tococa,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
49,Topobea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
9,Trembleya,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
20,Triolena,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
11,Tristemma,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
1,Tryssophyton,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
10,Votomita,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
35,Warneckea,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
8,Wurdastom,Melastomataceae,Melastomataceae,Myrtales,Angiosperms
3,Acca,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Accara,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Actinodium,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
5,Agonis,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Algrizea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Allosyncarpia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
5,Aluta,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Amomyrtella,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Amomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
14,Angophora,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
5,Archirhodomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Arillastrum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
9,Astartea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
7,Asteromyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Astus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
8,Austromyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Babingtonia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
9,Backhousia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
47,Baeckea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Balaustion,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Barongia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Basisperma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
20,Beaufortia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Blepharocalyx,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Britoa,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
37,Callistemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
43,Calothamnus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
16,Calycolpus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
29,Calycorectes,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
268,Calyptranthes,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Calyptrogenia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
79,Calytrix,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
38,Campomanesia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
13,Chamelaucium,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Chamguava,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Cheyniana,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Choricarpia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Chytraculia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
5,Cloezia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Conothamnus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
92,Corymbia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Corynanthera,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Curitiba,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Cyathostemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
52,Darwinia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
34,Decaspermum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
10,Enekbatus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
14,Eremaea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Eucalyptopsis,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
755,Eucalyptus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1058,Eugenia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
7,Euryomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
9,Fabricia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Gomidesia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
37,Gossia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Harmogia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
3,Heteropyxis,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
11,Homalocalyx,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Homalospermum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
23,Homoranthus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
9,Hottea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
23,Hypocalymma,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Kanakomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Kania,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
6,Kardomia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Kjellbergiodendron,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
41,Kunzea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Lamarchea,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Legrandia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Lenwebbia,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
87,Leptospermum,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
1,Lindsayomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
11,Lithomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
2,Lophomyrtus,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
4,Lophostemon,Myrtaceae,Myrtaceae,Myrtales,Angiosperms
